date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:41:00	2947/2947	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2008%20Aug%202022%2005:15:36%20GMT	https://bestwpware.com/html/tf/laxm-demo/assets/js/app.js	C:/Users/Asus/Downloads/Temp-web-grads1/bestwpware.com/html/tf/laxm-demo/assets/js/app.js	(from https://bestwpware.com/html/tf/laxm-demo/index_particle.html)
08:41:01	11985/11985	---MCZ	200	added ('OK')	text/css	date:Mon,%2008%20Aug%202022%2005:15:36%20GMT	https://bestwpware.com/html/tf/laxm-demo/assets/css/YTPlayer.css	C:/Users/Asus/Downloads/Temp-web-grads1/bestwpware.com/html/tf/laxm-demo/assets/css/YTPlayer.css	(from https://bestwpware.com/html/tf/laxm-demo/index_youtube.html)
08:41:03	145034/145034	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20Aug%202022%2005:15:36%20GMT	https://bestwpware.com/html/tf/laxm-demo/assets/img/bg/youtube-bg.jpg	C:/Users/Asus/Downloads/Temp-web-grads1/bestwpware.com/html/tf/laxm-demo/assets/img/bg/youtube-bg.jpg	(from https://bestwpware.com/html/tf/laxm-demo/index_youtube.html)
08:41:06	44854/44854	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2008%20Aug%202022%2005:15:36%20GMT	https://bestwpware.com/html/tf/laxm-demo/assets/js/jquery.mb.YTPlayer.min.js	C:/Users/Asus/Downloads/Temp-web-grads1/bestwpware.com/html/tf/laxm-demo/assets/js/jquery.mb.YTPlayer.min.js	(from https://bestwpware.com/html/tf/laxm-demo/index_youtube.html)
08:41:11	74404/74404	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Jun%202024%2003:12:04%20GMT	https://bestwpware.com/html/tf/laxm-demo/assets/css/ytp-regular.eot	C:/Users/Asus/Downloads/Temp-web-grads1/bestwpware.com/html/tf/laxm-demo/assets/css/ytp-regular.eot	(from https://bestwpware.com/html/tf/laxm-demo/assets/css/YTPlayer.css)
08:41:14	74404/74404	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Jun%202024%2003:12:07%20GMT	https://bestwpware.com/html/tf/laxm-demo/assets/css/ytp-regular.ttf	C:/Users/Asus/Downloads/Temp-web-grads1/bestwpware.com/html/tf/laxm-demo/assets/css/ytp-regular.ttf	(from https://bestwpware.com/html/tf/laxm-demo/assets/css/YTPlayer.css)
08:41:18	74402/74402	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Jun%202024%2003:12:11%20GMT	https://bestwpware.com/html/tf/laxm-demo/assets/images/raster.png	C:/Users/Asus/Downloads/Temp-web-grads1/bestwpware.com/html/tf/laxm-demo/assets/images/raster.png	(from https://bestwpware.com/html/tf/laxm-demo/assets/css/YTPlayer.css)
08:41:21	74405/74405	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Jun%202024%2003:12:15%20GMT	https://bestwpware.com/html/tf/laxm-demo/assets/images/raster@2x.png	C:/Users/Asus/Downloads/Temp-web-grads1/bestwpware.com/html/tf/laxm-demo/assets/images/raster@2x.png	(from https://bestwpware.com/html/tf/laxm-demo/assets/css/YTPlayer.css)
08:41:25	74406/74406	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Jun%202024%2003:12:18%20GMT	https://bestwpware.com/html/tf/laxm-demo/assets/images/raster_dot.png	C:/Users/Asus/Downloads/Temp-web-grads1/bestwpware.com/html/tf/laxm-demo/assets/images/raster_dot.png	(from https://bestwpware.com/html/tf/laxm-demo/assets/css/YTPlayer.css)
08:41:29	74409/74409	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Jun%202024%2003:12:23%20GMT	https://bestwpware.com/html/tf/laxm-demo/assets/images/raster_dot@2x.png	C:/Users/Asus/Downloads/Temp-web-grads1/bestwpware.com/html/tf/laxm-demo/assets/images/raster_dot@2x.png	(from https://bestwpware.com/html/tf/laxm-demo/assets/css/YTPlayer.css)
